,building,walkMbta,numCraigslistHouse,walkUniversity,house,numCraigslistRoom,sky,lake,crime,person,walkSchool,car,walkPark,grass,sidewalk,road
237,0,2,0,25,5.984,1,30.68,35.5,8,2.781,34,2.781,26,0,2.633,8.259
238,2.076,0,0,0,2.777,0,13.19,50.11,3,9.018,13,9.018,14,0,2.509,2.741
239,0,2,0,0,1.21,0,8.226,60.58,4,1.337,14,1.337,10,0,1.503,4.338
240,0,2,0,2,0.178,0,17.79,11.6,5,0.722,12,0.722,9,0,4.88,10.38
241,0,0,0,1,0,0,0,0.183,0,0,8,0,9,0,0,0
242,0.59,3,0,1,0.805,1,20.4,38.76,5,5.728,8,5.728,17,0,4.073,3.154
243,0,0,0,1,0,2,0,0.183,1,0,3,0,7,0,0,0
244,4.87,0,0,0,1.039,0,19.4,50.23,4,7.728,6,7.728,9,0,1.25,2.779
245,0,3,0,27,2.168,0,28.44,40.99,2,11.04,51,11.04,23,0,1.797,4.057
246,1.645,2,0,0,0.288,2,14.18,64.47,7,0.223,14,0.223,9,0,4.977,2.905
247,0.467,2,0,9,2.153,1,48.73,29.06,11,11.96,23,11.96,21,0,1.112,1.764
248,2.718,3,0,0,5.163,0,18.71,25.35,2,4.495,8,4.495,8,0,1.797,1.905
249,0,1,0,0,0.908,0,0.091,66.22,9,0.239,8,0.239,5,0,0.262,1.271
250,4.317,0,0,1,2.13,0,6.986,56.52,5,5.555,10,5.555,11,0,2.38,2.423
251,0.005,2,0,0,1.496,0,16.4,52.46,0,2.041,6,2.041,6,0,2.957,2.488
252,0,10,0,19,3.799,3,27.67,47.61,11,11.12,29,11.12,41,0,4.051,1.75
253,0,2,0,43,0,1,0,0,4,0,34,0,21,0,0,0
254,0.038,3,0,45,1.451,0,44.24,17.87,3,5.868,54,5.868,20,0,3.61,2.974
255,0,2,0,54,1.221,1,48.75,31.4,5,8.633,14,8.633,18,0,3.772,3.682
256,0,0,0,1,2.43,0,26.88,33.73,0,4.856,5,4.856,19,0,1.314,3.385
257,11.17,0,0,0,2.708,0,35,2.154,0,5.324,4,5.324,10,0,1.928,1.965
258,0.273,0,0,3,1.356,0,22.1,44.23,6,7.348,13,7.348,10,0,5.863,3.908
259,1.322,2,6,0,2.612,2,13.06,34.62,11,5.717,8,5.717,14,0,4.367,6.414
260,0.052,2,1,6,4.276,0,4.531,50.56,14,0.803,25,0.803,29,0,2.918,8.765
261,0,2,0,3,0,6,0,26.9,25,0,18,0,27,0,0,0
262,0,0,0,0,0,0,0,0,1,0,5,0,8,0,0,0
263,0,2,0,1,2.908,0,35.12,36.39,1,1.091,16,1.091,15,0,0.476,4.507
264,0,0,0,0,0,0,0,0,1,0,5,0,8,0,0,0
265,0,3,0,5,2.429,0,13.28,23.85,3,0.236,21,0.236,35,0,2.553,7.066
266,0,2,0,4,3.028,0,34.01,3.41,2,0.78,16,0.78,36,0,0,0.03
267,0,0,0,0,2.094,0,39.09,4.467,1,4.552,7,4.552,9,0,0.572,6.103
268,0.399,0,0,1,2.536,4,2.212,72.55,4,2.125,5,2.125,15,0,1.86,3.306
269,0,0,0,1,0,0,0,0,0,0,4,0,11,0,0,0
270,5.986,2,0,0,0.349,0,1.599,67.44,6,0.281,9,0.281,8,0,3.623,4.12
271,0.903,0,0,1,2.765,0,15.82,44.1,1,6.862,8,6.862,4,0,4.472,6.154
272,0.903,0,0,1,2.765,0,15.82,44.1,1,6.862,8,6.862,4,0,4.472,6.154
273,0,0,0,1,0,0,0,0.183,0,0,8,0,9,0,0,0
274,0,1,0,0,3.065,0,9.78,64.37,6,3.023,14,3.023,10,0,6.329,0.631
275,0,1,1,0,1.886,0,3.031,55.92,1,0.175,6,0.175,15,0,1.21,8.555
276,0,0,0,0,1.937,0,15.53,42.49,3,4.192,12,4.192,14,0,0.485,3.68
277,0.273,0,0,3,1.356,0,22.1,44.23,6,7.348,13,7.348,10,0,5.863,3.908
278,0,3,0,5,2.429,0,13.28,23.85,3,0.236,21,0.236,35,0,2.553,7.066
279,0,2,0,1,3.024,0,9.9,48,5,3.346,11,3.346,14,0,3.847,5.144
280,0,1,0,50,1.145,1,6.931,57.06,12,1.556,29,1.556,16,0,8.239,8.833
281,0,1,0,0,0.784,0,30.12,44.89,1,9.411,13,9.411,9,0,1.524,3.324
282,0,1,0,0,1.804,0,42.82,4.56,1,4.028,1,4.028,2,0,1.701,6.518
283,0,6,0,18,0,0,0,0,13,0,35,0,36,0,0,0
284,0,1,0,0,0,0,0,0,9,0,9,0,7,0,0,0
285,0.59,3,0,1,0.805,1,20.4,38.76,5,5.728,8,5.728,17,0,4.073,3.154
286,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
287,0.667,2,0,0,2.256,0,12.4,50.38,3,3.416,6,3.416,5,0,1.792,5.245
288,0,1,0,40,2.647,0,23.99,41.81,6,3.306,30,3.306,10,0,4.734,6.586
289,0,10,0,20,0.349,0,18.16,60.99,4,6.639,32,6.639,51,0,4.167,2.671
290,0.903,0,0,1,2.765,0,15.82,44.1,1,6.862,8,6.862,4,0,4.472,6.154
291,0,2,0,49,0.716,0,4.871,62.21,9,1.012,34,1.012,14,0,2.069,1.612
292,0,2,0,3,0,6,0,26.9,25,0,18,0,27,0,0,0
293,2.799,0,0,0,1.162,0,42.93,16.46,1,7.328,7,7.328,11,0,3.375,4.108
294,0,0,0,0,1.371,0,6.118,60.42,6,0.006,8,0.006,6,0,5.818,7.334
295,0.735,2,0,0,1.651,0,16.04,40.33,9,1.517,10,1.517,14,0,3.124,5.482
296,0,0,0,1,0,1,0,0.183,2,0,6,0,11,0,0,0
297,0,3,1,20,0,0,0,0,5,0,19,0,20,0,0,0
298,0,1,0,0,0,0,0,0,2,0,10,0,15,0,0,0
299,0,0,2,0,0.13,0,1.98,5.626,2,1.759,5,1.759,10,0,2.098,1.221
300,0,1,0,40,2.647,0,23.99,41.81,6,3.306,30,3.306,10,0,4.734,6.586
301,0,1,0,41,0,0,0,0,6,0,35,0,21,0,0,0
302,0.292,4,0,5,0.93,0,9.699,75.12,2,1.663,9,1.663,23,0,0.893,2.219
303,0,2,0,0,0.135,0,13.24,5.636,0,3.317,13,3.317,11,0,0.684,8.049
304,5.782,2,0,0,4.07,0,11.87,39.85,1,3.979,7,3.979,18,0,1.708,2.664
305,0,2,0,0,0.135,0,13.24,5.636,0,3.317,13,3.317,11,0,0.684,8.049
306,0.026,2,0,0,1.126,1,46.7,19.99,1,4.434,17,4.434,14,0,1.004,2.658
307,0,1,0,0,0.908,0,0.091,66.22,9,0.239,8,0.239,5,0,0.262,1.271
308,5.058,1,0,0,2.038,0,5.897,59.57,2,0.055,3,0.055,5,0,2.197,4.263
309,2.119,0,0,0,3.439,0,8.924,47.29,0,5.915,6,5.915,3,0,1.003,1.212
310,0,1,0,41,0,0,0,0,6,0,35,0,21,0,0,0
311,13.97,0,0,0,3.655,0,19.67,15.05,0,10.47,6,10.47,6,0,0.361,2.882
312,0,5,0,7,0,0,0,0,1,0,24,0,30,0,0,0
313,0.903,0,0,1,2.765,0,15.82,44.1,1,6.862,8,6.862,4,0,4.472,6.154
314,0,11,0,22,1.331,0,0,89.47,30,0,32,0,46,0,1.04,3.715
315,0,2,0,0,0,1,0,0,7,0,10,0,6,0,0,0
316,0,2,0,0,0.321,0,6.808,68.56,8,1.999,9,1.999,16,0,5.126,4.284
317,1.748,1,0,0,1.813,0,36.75,33.43,1,6.081,14,6.081,8,0,2.453,0.868
318,0.057,0,0,1,1.758,0,7.894,70.81,5,2.673,13,2.673,10,0,2.133,5.515
319,0,0,0,0,0.07,2,9.142,56.57,5,0.903,10,0.903,8,0,8.597,3.388
320,0,1,0,0,2.828,0,14.28,30.85,4,2.546,4,2.546,4,0,6.932,7.151
321,1.838,2,0,0,2.605,0,40.9,24.48,1,5.204,11,5.204,13,0,2.76,2.893
322,0,2,0,0,1.617,0,19.62,51.7,5,0.79,10,0.79,12,0,3.433,4.124
323,0,9,0,24,0,0,0,0,19,0,35,0,53,0,0,0
324,1.3,0,0,0,2.348,0,26.31,32.34,7,9.962,12,9.962,15,0,0.481,4.449
325,0,9,0,24,0,0,0,0,19,0,35,0,53,0,0,0
326,0,0,0,1,0.747,0,14.76,36.87,4,0.572,8,0.572,7,0,4.461,7.424
327,0,11,0,22,1.331,0,0,89.47,30,0,32,0,46,0,1.04,3.715
328,0,1,0,0,2.828,0,14.28,30.85,4,2.546,4,2.546,4,0,6.932,7.151
329,0,0,0,0,0,0,0,0,10,0,10,0,6,0,0,0
330,0,1,0,0,2.828,0,14.28,30.85,4,2.546,4,2.546,4,0,6.932,7.151
331,0.398,2,0,0,0.257,0,4.498,67.45,9,0,12,0,7,0,4.108,4.539
332,11.45,0,0,1,3.642,0,8.775,31.59,9,7.941,5,7.941,9,0,0.775,3.076
333,0,0,0,1,0.534,0,24.05,51.15,7,2.522,12,2.522,14,0,1.898,2.874
334,1.645,2,0,0,0.288,2,14.18,64.47,7,0.223,14,0.223,9,0,4.977,2.905
335,0,9,0,24,0,0,0,0,19,0,35,0,53,0,0,0
336,0,2,0,0,0.135,0,13.24,5.636,0,3.317,13,3.317,11,0,0.684,8.049
337,5.055,0,0,3,1.641,1,7.107,41.36,10,4.209,5,4.209,15,0,6.411,9.036
338,0,2,0,0,2.303,0,18.73,58.47,5,2.136,7,2.136,7,0,4.119,3.348
339,0,11,0,22,1.331,0,0,89.47,30,0,32,0,46,0,1.04,3.715
340,0,2,1,0,0.944,4,44.69,13.99,6,1.602,16,1.602,15,0,2.761,3.815
341,0,1,0,0,0,0,0,0,9,0,9,0,7,0,0,0
342,1.317,0,0,1,3.816,0,35.49,26.81,3,11.64,13,11.64,7,0,2.424,1.224
343,0.273,0,0,3,1.356,0,22.1,44.23,6,7.348,13,7.348,10,0,5.863,3.908
344,1.032,0,0,0,2.965,0,11.35,54.56,7,1.583,11,1.583,3,0,1.216,3.71
345,0.398,2,0,0,0.257,0,4.498,67.45,9,0,12,0,7,0,4.108,4.539
346,0,6,1,10,0,0,0,3.164,3,0,18,0,34,0,0.788,3.643
347,5.065,0,0,0,0.659,0,5.228,65.75,5,4.799,5,4.799,1,0,1.438,2.521
348,0,0,0,0,0,0,0,0,3,0,9,0,43,0,0,0
349,0,0,0,0,0,0,0,0,10,0,10,0,6,0,0,0
350,0.048,0,0,1,1.064,1,11.64,36.74,2,3.319,7,3.319,13,0,4.178,5.393
351,0,0,0,0,0,0,0,0,7,0,3,0,7,0,0,0
352,0,1,0,0,1.03,0,5.077,60.23,3,1.252,6,1.252,4,0,5.024,6.681
353,0,1,0,0,0.908,0,0.091,66.22,9,0.239,8,0.239,5,0,0.262,1.271
354,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0
355,0,3,2,10,3.881,0,5.218,42.11,2,2.4,22,2.4,26,0,6.196,9.954
356,0,9,0,24,0,0,0,0,19,0,35,0,53,0,0,0
357,0,1,1,0,4.137,1,10,46.68,1,2.869,2,2.869,3,0,1.836,4.949
358,0,1,0,0,0.908,0,0.091,66.22,9,0.239,8,0.239,5,0,0.262,1.271
359,0,1,0,0,1.804,0,42.82,4.56,1,4.028,1,4.028,2,0,1.701,6.518
360,0,1,0,0,0.908,0,0.091,66.22,9,0.239,8,0.239,5,0,0.262,1.271
361,0,2,1,0,0.944,4,44.69,13.99,6,1.602,16,1.602,15,0,2.761,3.815
362,0,2,0,0,0,0,0,0,4,0,9,0,7,0,0,0
363,0,1,0,0,0.908,0,0.091,66.22,9,0.239,8,0.239,5,0,0.262,1.271
364,1.032,0,0,0,2.965,0,11.35,54.56,7,1.583,11,1.583,3,0,1.216,3.71
365,0,3,2,10,3.881,0,5.218,42.11,2,2.4,22,2.4,26,0,6.196,9.954
366,0,3,0,67,0.984,1,34.42,31.78,13,4.542,25,4.542,15,0,4.115,1.693
367,0,1,1,0,1.886,0,3.031,55.92,1,0.175,6,0.175,15,0,1.21,8.555
368,0,1,0,0,0.908,0,0.091,66.22,9,0.239,8,0.239,5,0,0.262,1.271
369,0,1,1,0,1.886,0,3.031,55.92,1,0.175,6,0.175,15,0,1.21,8.555
370,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0
371,2.62,2,0,0,2.048,0,4.326,67.64,1,0.641,8,0.641,9,0,1.15,4.39
372,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0
373,3.309,0,0,0,3.796,0,42,23.79,1,7.101,2,7.101,3,0,0.218,5.969
374,0,1,0,0,0.908,0,0.091,66.22,9,0.239,8,0.239,5,0,0.262,1.271
375,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0
376,0.161,1,0,0,1.553,3,11.41,68.35,7,1.344,12,1.344,8,0,1.684,5.482
377,5.065,0,0,0,0.659,0,5.228,65.75,5,4.799,5,4.799,1,0,1.438,2.521
378,0,1,0,0,4.146,0,21.17,5.486,8,2.017,8,2.017,5,0,4.216,5.127
379,0,2,0,39,1.308,0,30.85,45.98,8,0.46,31,0.46,11,0,3.453,3.169
380,0.136,2,0,0,0.684,0,39.27,20.6,2,9.907,13,9.907,20,0,2.776,3.098
381,0,3,0,67,0.984,1,34.42,31.78,13,4.542,25,4.542,15,0,4.115,1.693
382,0,0,0,0,0,0,0,0,4,0,15,0,16,0,0,0
383,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0
384,0,1,0,39,1.491,0,35.56,37.05,7,0.54,27,0.54,9,0,2.501,3.761
385,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0
386,0.379,2,0,0,1.193,0,7.267,71.78,4,0.589,11,0.589,8,0,3.652,3.406
387,0,2,0,0,1.833,0,10.46,62.28,7,1.005,11,1.005,14,0,3.639,2.948
388,0.348,2,0,3,1.061,0,22.98,44.48,4,3.931,22,3.931,26,0,4.909,4.689
389,1.691,0,0,0,1.432,0,26,32.58,2,7.335,6,7.335,13,0,1.295,1.734
390,7.389,0,0,0,2.491,1,45.74,17.64,0,3.923,6,3.923,12,0,2.173,1.424
391,8.606,0,0,0,4.016,0,35.4,11.47,1,11.3,4,11.3,4,0,0.774,2.18
392,0.356,0,0,0,0.858,0,9.759,51.39,7,6.958,7,6.958,4,0,3.291,2.535
393,0,2,0,0,0,0,0,0,12,0,9,0,15,0,0,0
394,0,0,0,1,0,2,0,0,3,0,9,0,16,0,0,0
395,0,2,0,25,5.984,1,30.68,35.5,8,2.781,34,2.781,26,0,2.633,8.259
396,0,2,0,1,0,0,0,0,0,0,6,0,11,0,0,0
397,0,1,0,4,0,0,0,0,1,0,11,0,7,0,0,0
398,0.147,8,1,16,0,0,0,1.121,16,0.047,23,0.047,44,0,0,0
399,0,1,0,3,3.309,0,4.787,65.85,7,0.145,6,0.145,3,0,2.474,3.513
400,0,2,0,3,0,0,2.348,19.12,0,0,17,0,22,0,0.297,1.879
401,0,2,0,1,0,0,0,0.183,1,0,5,0,6,0,0,0
402,0,9,3,15,13.85,9,7.956,58.24,7,0.001,20,0.001,39,0,0,1.238
403,0,8,0,14,1.117,0,1.055,70.39,3,0.068,22,0.068,42,0,8.178,6.251
404,0,2,0,3,0,6,0,26.9,25,0,18,0,27,0,0,0
405,0.082,2,0,16,1.955,1,16.97,59.8,5,9.183,14,9.183,14,0,6.047,2.838
406,0,3,0,5,2.429,0,13.28,23.85,3,0.236,21,0.236,35,0,2.553,7.066
407,0,0,0,4,2.733,0,31.51,24.61,1,6.153,13,6.153,4,0,0.813,6.96
408,0,3,0,67,0.984,1,34.42,31.78,13,4.542,25,4.542,15,0,4.115,1.693
409,1.046,0,0,2,3.409,0,32.39,26.29,1,4.462,1,4.462,6,0,0.67,5.729
410,0,2,0,21,1.374,0,33.28,43.27,0,3.024,44,3.024,25,0,1.135,1.828
411,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0
412,0,0,0,38,1.009,0,0.401,27.2,2,0.007,27,0.007,9,0,0.08,3.303
413,0.017,0,0,0,2.024,2,18.14,47.97,11,5.143,14,5.143,15,0,2.258,4.44
414,0,0,0,1,1.829,0,5.715,48.98,1,0.123,4,0.123,6,0,1.159,5.57
415,0,1,0,5,0,0,0,0,10,0,13,0,6,0,0,0
416,0,10,0,20,0.349,0,18.16,60.99,4,6.639,32,6.639,51,0,4.167,2.671
417,0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739
418,0.082,2,0,16,1.955,1,16.97,59.8,5,9.183,14,9.183,14,0,6.047,2.838
419,0,3,0,81,4.245,0,12.06,48.58,6,0.979,31,0.979,17,0,5.979,10.96
420,0,6,0,14,0.897,12,0.056,86.7,10,0,20,0,33,0,2.117,1.977
421,0,6,0,18,2.47,0,27.81,34.12,14,22.56,31,22.56,34,0,1.013,0.217
422,0,10,0,19,3.799,3,27.67,47.61,11,11.12,29,11.12,41,0,4.051,1.75
423,0,10,0,19,3.799,3,27.67,47.61,11,11.12,29,11.12,41,0,4.051,1.75
424,0,2,0,3,0,0,2.348,19.12,0,0,17,0,22,0,0.297,1.879
425,0,11,0,22,0.593,0,67.45,0.9,0,0.028,36,0.028,51,0,0.701,0.988
426,0,2,0,3,0,1,0,0,19,0,10,0,10,0,0,0
427,0,1,0,0,0.236,0,4.136,79.25,3,1.953,9,1.953,10,0,4.657,2.56
428,0,0,0,3,0,0,0,0,0,0,2,0,12,0,0,0
429,0,10,0,21,0.663,0,56.98,3.543,10,0,34,0,47,0,0.154,1.129
430,0.621,0,0,0,3.767,0,12.68,34.89,5,4.844,12,4.844,3,0,2.859,3.24
431,0,0,0,0,1.239,0,19.16,35.93,16,6.217,7,6.217,10,0,2.374,4.495
432,2.475,2,0,1,2.298,0,20.04,49.25,7,3.94,12,3.94,8,0,3.173,2.243
433,0,11,0,22,1.331,0,0,89.47,30,0,32,0,46,0,1.04,3.715
434,1.59,3,0,1,4.056,0,21.15,20.4,1,4.011,15,4.011,13,0,4.751,6.143
435,0,3,0,81,4.245,0,12.06,48.58,6,0.979,31,0.979,17,0,5.979,10.96
436,0,3,0,36,0.626,0,22.75,47.98,3,0.152,39,0.152,23,0,16.58,4.042
437,0,2,0,2,4.646,0,34.06,20.8,1,0.847,5,0.847,6,0,4.626,7.451
438,0,2,0,0,0,0,0,0,12,0,9,0,15,0,0,0
439,0,5,0,7,0,0,0,0,0,0,12,0,33,0,0,0
440,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
441,0.123,2,0,40,2.659,0,10.54,64.85,6,3.482,36,3.482,22,0,3.076,2.749
442,0,1,0,12,2.78,0,41.35,24.65,10,5.238,10,5.238,14,0,2.128,5.739
443,0,8,0,14,1.117,0,1.055,70.39,3,0.068,22,0.068,42,0,8.178,6.251
444,0,2,0,39,2.222,1,13.19,62.94,5,7.415,26,7.415,11,0,0.764,1.025
445,0,5,1,17,1.717,0,12.92,49.98,7,1.587,33,1.587,38,0,2.762,3.543
446,0,3,0,0,0,0,0,0,1,0,16,0,11,0,0,0
447,0,0,0,0,0,2,0,0,1,0,3,0,1,0,0,0
448,0,2,0,0,0,0,0,0,6,0,9,0,15,0,0,0
449,0,0,0,0,0,0,0,0,1,0,2,0,17,0,0,0
450,0.033,9,0,14,3.146,0,28.24,53.88,6,9.034,23,9.034,41,0,1.698,1.022
451,0,1,0,13,1.75,0,45.58,21.59,9,5.152,13,5.152,15,0,2.649,4.635
452,0,2,1,33,0,0,0,0,8,0,38,0,25,0,0,0
453,0,5,0,7,0,0,0,0,1,0,24,0,30,0,0,0
454,0,0,0,1,0,0,0,0,2,0,7,0,8,0,0,0
455,0,2,0,36,2.992,0,3.466,24.81,0,0.135,33,0.135,9,0,4.008,9.822
456,0,11,0,22,0.593,0,67.45,0.9,0,0.028,36,0.028,51,0,0.701,0.988
457,0,6,0,18,2.47,0,27.81,34.12,14,22.56,31,22.56,34,0,1.013,0.217
458,0,6,1,10,0,0,0,3.164,3,0,18,0,34,0,0.788,3.643
459,0,3,0,34,0,0,0,0.183,5,0,34,0,22,0,0,0
460,0,4,0,14,0,0,0,0,17,0,22,0,38,0,0,0
461,0,2,0,0,3.502,1,12.93,42.52,0,0.193,3,0.193,3,0,3.901,13.27
462,0,4,0,24,1.468,0,28.94,36.06,5,1.391,29,1.391,25,0,10.84,5.742
463,0,2,0,43,0,1,0,0,4,0,34,0,21,0,0,0
464,0.229,0,0,0,1.29,0,16.75,53.51,12,7.096,13,7.096,23,0,1.421,2.075
465,0,2,0,0,0.321,0,6.808,68.56,8,1.999,9,1.999,16,0,5.126,4.284
466,0,3,0,5,2.429,0,13.28,23.85,3,0.236,21,0.236,35,0,2.553,7.066
467,8.32,0,0,2,2.699,0,19.13,26.68,3,11.69,11,11.69,9,0,4.375,2.101
468,0,0,0,0,0,0,0,0,1,0,5,0,8,0,0,0
469,0.007,2,0,0,3.234,0,32.45,19.73,3,20.29,17,20.29,17,0,0.072,0.46
470,0,1,0,38,0.124,1,4.631,78.12,14,6.081,26,6.081,15,0,1.967,1.883
471,0.082,0,0,1,2.689,0,10.48,63.78,3,2.519,6,2.519,4,0,3.682,3.326
472,0,10,0,20,0.349,0,18.16,60.99,4,6.639,32,6.639,51,0,4.167,2.671
473,0,3,0,34,0,0,0,0.183,5,0,34,0,22,0,0,0
